BIDS_ID,Proposal_Result,Proposal_Category,Ownership,Pursuit_Type,Customer_Classification,Vertical_Name,Deal_Category,H1_Service,H2_Service,H3_Service,DoD_Service_Line,BigData_Service_Line,Analytics_Service_Line,CBC_Service_Line,EDM_Service_Line,BISquad_Line,CPM_Service_Line,AVM_Service_Line,Is_Tech_ETL,Is_Tech_BI,Is_Tech_Visualization,Is_Tech_BigData,Is_Oracle_CoE,Is_MSBI_CoE,Is_Infa_CoE,Is_Microstrategy_CoE,Is_IBM_CoE,Is_In_Memory_CoE,Is_Teradata_CoE,Billing_Type,Overall_TCV,AIM_TCV,Profitability_Percent,Confidence_Percent,Duration_of_RFP_Prep_In_Days,Win_Theme_Comp_Pricing,Win_Theme_Delivery_Model,Win_Theme_Domain_Expertise,Win_Theme_Tech_Solutions,Win_Theme_Account_Relationship,Win_Theme_Others,Is_Value_Assets,Is_Legal_Review_Required,Is_GDO_Review_Required,Is_AIM_Deal_Review_Required,Is_Comp_Infy,Is_Comp_Accenture,Is_Comp_TCS,Is_Comp_Wipro,Is_Comp_Capgemini,Is_Comp_IBM,Is_Comp_Others,No_Comp,Geo,Sub_Geo,Solution_Category,Initiation_Date,Announced_Date
RFP0000000001657,Loss,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7.86,2.3,46,30,24,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,US,United States of America,Dev & Maint,2/9/2016,3/18/2016
RFP0000000001690,Loss,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.45,49,25,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Development,2/18/2016,5/2/2016
PRO0000000001693,Loss,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.38,0.38,40,50,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Development,2/19/2016,5/27/2016
RFI0000000001696,Loss,0,0,2,0,0,2,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,0.12,0.12,1,25,10,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,US,United States of America,Dev & Maint,2/19/2016,4/5/2016
RFP0000000001716,Loss,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,23.2,4.6,40,25,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,US,United States of America,Dev & Maint,2/18/2016,5/10/2016
RFQ0000000001749,Loss,0,1,3,1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,42,75,16,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,US,United States of America,DQ,2/29/2016,4/15/2016
RFP0000000001799,Loss,0,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.4,0.4,30,25,18,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,CE,Germany,Development,3/21/2016,8/1/2016
RFP0000000001832,Loss,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0.05,0.04,34,25,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,CE,Rest of Europe,Dev & Maint,3/29/2016,5/9/2016
RFP0000000001849,Loss,0,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.09,0.09,1,50,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CE,Germany,Analytics,3/25/2016,5/12/2016
RFP0000000001850,Loss,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5,1,25,26,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,US,United States of America,Dev & Maint,3/2/2016,4/18/2016
RFP0000000001943,Loss,0,0,1,1,3,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.9,1,25,24,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,US,United States of America,Maintenance,4/26/2016,6/13/2016
RFP0000000001969,Loss,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,3,0.2,0.065,40,50,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CE,Rest of Europe,Dev & Maint,5/2/2016,8/17/2016
